Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
Uncapped,London,United Kingdom,Europe,29,26.0,112,83,Finance,Unknown,2022
VTEX,Sao Paulo,Brazil,South America,200,13.0,1538,1338,Retail,Post-IPO,2022
Bitso,Mexico City,Mexico,North America,80,11.0,727,647,Crypto,Series C,2022
Lacework,San Francisco Bay Area,USA,North America,300,20.0,1500,1200,Security,Series D,2022
Bolt,San Francisco Bay Area,USA,North America,240,27.0,889,649,Finance,Series E,2022
Kontist,Berlin,Germany,Europe,50,25.0,200,150,Finance,Series B,2022
Nuri,Berlin,Germany,Europe,45,20.0,225,180,Finance,Series B,2022
Coterie Insurance,Cincinnati,USA,North America,30,20.0,150,120,Finance,Series B,2022
Gorillas,Berlin,Germany,Europe,300,50.0,600,300,Food,Series C,2022
Klarna,Stockholm,Sweden,Europe,700,10.0,7000,6300,Finance,Unknown,2022
Buenbit,Buenos Aires,Argentina,South America,80,45.0,178,98,Crypto,Series A,2022
BeyondMinds,Tel Aviv,Israel,Asia,65,100.0,65,0,Data,Series A,2022
ClickUp,San Diego,USA,North America,60,7.0,857,797,Other,Series C,2022
Airtime,New York City,USA,North America,30,20.0,150,120,Consumer,Series B,2022
MFine,Bengaluru,India,Asia,600,75.0,800,200,Healthcare,Series C,2022
Latch,New York City,USA,North America,130,28.0,464,334,Security,Post-IPO,2022
Outside,Boulder,USA,North America,87,15.0,580,493,Media,Series B,2022
Skillz,San Francisco Bay Area,USA,North America,70,10.0,700,630,Consumer,Post-IPO,2022
Cars24,Gurugram,India,Asia,600,6.0,10000,9400,Transportation,Series G,2022
Vedantu,Bengaluru,India,Asia,424,7.0,6057,5633,Education,Series E,2022
Netflix,San Francisco Bay Area,USA,North America,150,1.0,15000,14850,Media,Post-IPO,2022
Kry,Stockholm,Sweden,Europe,100,10.0,1000,900,Healthcare,Series D,2022
Picsart,Miami,USA,North America,90,8.0,1125,1035,Consumer,Series C,2022
Zak,Sao Paulo,Brazil,South America,100,40.0,250,150,Food,Series A,2022
AliExpress Russia,Moscow,Russia,Europe,400,40.0,1000,600,Retail,Acquired,2022
DataRobot,Boston,USA,North America,70,7.0,1000,930,Data,Series G,2022
Carvana,Phoenix,USA,North America,2500,12.0,20833,18333,Transportation,Post-IPO,2022
Doma,San Francisco Bay Area,USA,North America,310,15.0,2067,1757,Finance,Post-IPO,2022
Pollen,London,United Kingdom,Europe,200,33.0,606,406,Travel,Series C,2022
Latch,New York City,USA,North America,30,6.0,500,470,Security,Post-IPO,2022
Meero,Paris,France,Europe,350,50.0,700,350,Other,Series C,2022
Vroom,New York City,USA,North America,270,14.0,1929,1659,Transportation,Post-IPO,2022
Reef,Miami,USA,North America,750,5.0,15000,14250,Transportation,Unknown,2022
Vedantu,Bengaluru,India,Asia,200,3.0,6667,6467,Education,Series E,2022
Mural,San Francisco Bay Area,USA,North America,90,10.0,900,810,Product,Series C,2022
On Deck,San Francisco Bay Area,USA,North America,72,25.0,288,216,Education,Series A,2022
SEND,Sydney,Australia,Australia,300,100.0,300,0,Food,Seed,2022
Cameo,Chicago,USA,North America,87,25.0,348,261,Consumer,Unknown,2022
Mainstreet,San Francisco Bay Area,USA,North America,45,30.0,150,105,Finance,Series A,2022
Avo,Tel Aviv,Israel,Asia,500,67.0,746,246,Food,Series B,2022
Domestika,San Francisco Bay Area,USA,North America,150,19.0,789,639,Education,Series D,2022
Robinhood,San Francisco Bay Area,USA,North America,340,9.0,3778,3438,Finance,Post-IPO,2022
Bonsai,Toronto,Canada,North America,29,34.0,85,56,Retail,Series A,2022
Xiaohongshu,Shanghai,China,Asia,180,9.0,2000,1820,Consumer,Series E,2022
Facily,Sao Paulo,Brazil,South America,260,30.0,867,607,Retail,Series D,2022
Blend,San Francisco Bay Area,USA,North America,200,10.0,2000,1800,Finance,Post-IPO,2022
QuintoAndar,Sao Paulo,Brazil,South America,160,4.0,4000,3840,Real Estate,Series E,2022
Ahead,San Francisco Bay Area,USA,North America,44,100.0,44,0,Healthcare,Unknown,2022
Rad Power Bikes,Seattle,USA,North America,100,14.0,714,614,Transportation,Series D,2022
Food52,New York City,USA,North America,20,10.0,200,180,Food,Acquired,2022
Unacademy,Bengaluru,India,Asia,1000,17.0,5882,4882,Education,Series H,2022
Legible,Vancouver,Canada,North America,23,38.0,61,38,Media,Post-IPO,2022
Rasa,Berlin,Germany,Europe,59,40.0,148,89,Data,Series B,2022
Gopuff,Philadelphia,USA,North America,450,3.0,15000,14550,Food,Series H,2022
Thinkific,Vancouver,Canada,North America,100,20.0,500,400,Education,Post-IPO,2022
Storytel,Stockholm,Sweden,Europe,100,10.0,1000,900,Media,Post-IPO,2022
Trell,Bengaluru,India,Asia,300,50.0,600,300,Retail,Series B,2022
Knock,New York City,USA,North America,115,46.0,250,135,Real Estate,Unknown,2022
Better.com,New York City,USA,North America,3000,33.0,9091,6091,Real Estate,Unknown,2022
Adaptive Biotechnology,Seattle,USA,North America,100,12.0,833,733,Healthcare,Post-IPO,2022
Hyperscience,New York City,USA,North America,100,25.0,400,300,Data,Series E,2022
Wish,San Francisco Bay Area,USA,North America,190,15.0,1267,1077,Retail,Post-IPO,2022
Virgin Hyperloop,Los Angeles,USA,North America,111,50.0,222,111,Transportation,Unknown,2022
Liv Up,Sao Paulo,Brazil,South America,100,15.0,667,567,Food,Series D,2022
Homie,Salt Lake City,USA,North America,119,29.0,410,291,Real Estate,Series B,2022
Hopin,London,United Kingdom,Europe,138,12.0,1150,1012,Other,Series D,2022
Daily Harvest,New York City,USA,North America,60,20.0,300,240,Food,Series D,2022
Peloton,New York City,USA,North America,2800,20.0,14000,11200,Fitness,Post-IPO,2022
Rhino,New York City,USA,North America,57,20.0,285,228,Real Estate,Unknown,2022
Gopuff,Philadelphia,USA,North America,100,0.6622516556291391,15100,15000,Food,Series H,2022
Glossier,New York City,USA,North America,80,33.0,242,162,Consumer,Series E,2022
Delivery Hero,Berlin,Germany,Europe,300,6.976744186046512,4300,4000,Food,Post-IPO,2021
Better.com,New York City,USA,North America,900,9.0,10000,9100,Real Estate,Unknown,2021
BitTitan,Seattle,USA,North America,70,27.0,259,189,Data,Acquired,2021
Zillow,Seattle,USA,North America,2000,25.0,8000,6000,Real Estate,Post-IPO,2021
Treehouse,Portland,USA,North America,41,90.0,46,5,Education,Series B,2021
Flockjay,San Francisco Bay Area,USA,North America,37,50.0,74,37,Education,Series A,2021
Katerra,San Francisco Bay Area,USA,North America,2434,100.0,2434,0,Construction,Unknown,2021
New Relic,San Francisco Bay Area,USA,North America,160,7.0,2286,2126,Infrastructure,Post-IPO,2021
Bounce,Bengaluru,India,Asia,200,40.0,500,300,Transportation,Series D,2021
Quandoo,Berlin,Germany,Europe,87,20.0,435,348,Food,Acquired,2021
Hubba,Toronto,Canada,North America,45,100.0,45,0,Retail,Series B,2021
Postmates,San Francisco Bay Area,USA,North America,180,15.0,1200,1020,Food,Acquired,2021
Pocketmath,Singapore,Singapore,Asia,21,100.0,21,0,Marketing,Unknown,2021
Dropbox,San Francisco Bay Area,USA,North America,315,15.0,2100,1785,Other,Post-IPO,2021
Breather,Montreal,Canada,North America,120,80.0,150,30,Real Estate,Series D,2020
Aya,Toronto,Canada,North America,5,25.0,20,15,Finance,Seed,2020
Bridge Connector,Nashville,USA,North America,154,100.0,154,0,Healthcare,Series B,2020
Worksmith,Austin,USA,North America,30,50.0,60,30,Retail,Unknown,2020
Knotel,New York City,USA,North America,20,8.0,250,230,Real Estate,Series C,2020
GetYourGuide,Berlin,Germany,Europe,90,17.0,529,439,Travel,Series E,2020
Alto Pharmacy,San Francisco Bay Area,USA,North America,47,6.0,783,736,Healthcare,Series D,2020
NS8,Las Vegas,USA,North America,240,95.0,253,13,Data,Series A,2020
Waze,San Francisco Bay Area,USA,North America,30,5.0,600,570,Transportation,Acquired,2020
GoBear,Singapore,Singapore,Asia,22,11.0,200,178,Finance,Unknown,2020
MakeMyTrip,New Delhi,India,Asia,350,10.0,3500,3150,Travel,Post-IPO,2020
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,2.0,50000,49000,Sales,Post-IPO,2020
Docly,London,United Kingdom,Europe,8,80.0,10,2,Healthcare,Seed,2020
Mozilla,San Francisco Bay Area,USA,North America,250,25.0,1000,750,Consumer,Unknown,2020
Eatsy,Singapore,Singapore,Asia,20,100.0,20,0,Food,Seed,2020
Glossier,New York City,USA,North America,150,38.0,395,245,Retail,Series D,2020
Thriver,Toronto,Canada,North America,75,50.0,150,75,Food,Series B,2020
Buy.com / Rakuten,San Francisco Bay Area,USA,North America,87,100.0,87,0,Retail,Acquired,2020
Procore,Los Angeles,USA,North America,180,9.0,2000,1820,Construction,Unknown,2020
Swiggy,Bengaluru,India,Asia,350,5.0,7000,6650,Food,Series I,2020
Zeitgold,Berlin,Germany,Europe,75,72.0,104,29,Finance,Series B,2020
Checkr,San Francisco Bay Area,USA,North America,64,12.0,533,469,HR,Series D,2020
LinkedIn,San Francisco Bay Area,USA,North America,960,6.0,16000,15040,Recruiting,Acquired,2020
Lighter Capital,Seattle,USA,North America,22,49.0,45,23,Finance,Series B,2020
Optimizely,San Francisco Bay Area,USA,North America,60,15.0,400,340,Marketing,Series D,2020
Skyscanner,Edinburgh,United Kingdom,Europe,300,20.0,1500,1200,Travel,Acquired,2020
Zilingo,Singapore,Singapore,Asia,100,12.0,833,733,Retail,Series D,2020
G2,Chicago,USA,North America,17,5.0,340,323,Marketing,Series C,2020
Katerra,San Francisco Bay Area,USA,North America,400,7.0,5714,5314,Construction,Series E,2020
Bounce,Bengaluru,India,Asia,130,22.0,591,461,Transportation,Series D,2020
Sonos,New York City,USA,North America,174,12.0,1450,1276,Consumer,Post-IPO,2020
Gojek,Jakarta,Indonesia,Asia,430,9.0,4778,4348,Transportation,Series F,2020
ScaleFactor,Austin,USA,North America,90,90.0,100,10,Finance,Series C,2020
Dark,San Francisco Bay Area,USA,North America,6,100.0,6,0,Product,Seed,2020
Intuit,San Francisco Bay Area,USA,North America,715,7.0,10214,9499,Finance,Post-IPO,2020
Navi,Bengaluru,India,Asia,40,25.0,160,120,Finance,Private Equity …,2020
PaisaBazaar,Gurugram,India,Asia,1500,50.0,3000,1500,Finance,Series G,2020
Grab,Singapore,Singapore,Asia,360,5.0,7200,6840,Transportation,Series I,2020
Splunk,San Francisco Bay Area,USA,North America,70,1.0,7000,6930,Data,Post-IPO,2020
Redox,Madison,USA,North America,44,25.0,176,132,Healthcare,Series C,2020
Uber,Amsterdam,Netherlands,Europe,225,25.0,900,675,Transportation,Post-IPO,2020
SynapseFI,San Francisco Bay Area,USA,North America,63,48.0,131,68,Finance,Series B,2020
Branch,New York City,USA,North America,3,27.0,11,8,Retail,Seed,2020
The Athletic,San Francisco Bay Area,USA,North America,46,8.0,575,529,Media,Series D,2020
Ethos Life,San Francisco Bay Area,USA,North America,18,14.0,129,111,Finance,Series C,2020
Lastline,San Francisco Bay Area,USA,North America,50,40.0,125,75,Security,Series C,2020
Builder,Los Angeles,USA,North America,39,14.0,279,240,Product,Series A,2020
Monzo,London,United Kingdom,Europe,120,8.0,1500,1380,Finance,Series F,2020
SpotHero,Chicago,USA,North America,40,21.0,190,150,Transportation,Series D,2020
Credit Sesame,San Francisco Bay Area,USA,North America,22,14.0,157,135,Finance,Series F,2020
Rivian,Detroit,USA,North America,40,2.0,2000,1960,Transportation,Private Equity …,2020
Fundbox,San Francisco Bay Area,USA,North America,14,15.0,93,79,Finance,Series C,2020
Descartes Labs,Santa Fe,USA,North America,12,16.0,75,63,Data,Series B,2020
Stitch Fix,San Francisco Bay Area,USA,North America,1400,18.0,7778,6378,Retail,Post-IPO,2020
MakeMyTrip,Gurugram,India,Asia,350,10.0,3500,3150,Travel,Post-IPO,2020
CrowdStreet,Portland,USA,North America,24,22.0,109,85,Real Estate,Series C,2020
Brex,San Francisco Bay Area,USA,North America,62,15.0,413,351,Finance,Series C,2020
Loftium,Seattle,USA,North America,32,60.0,53,21,Real Estate,Series A,2020
BookMyShow,Mumbai,India,Asia,270,18.0,1500,1230,Consumer,Unknown,2020
TrueCar,Los Angeles,USA,North America,219,30.0,730,511,Transportation,Post-IPO,2020
Culture Amp,Melbourne,Australia,Australia,36,8.0,450,414,HR,Series E,2020
The Sill,New York City,USA,North America,20,25.0,80,60,Retail,Series A,2020
Instructure,Salt Lake City,USA,North America,150,12.0,1250,1100,Education,Acquired,2020
Ebanx,Curitiba,Brazil,South America,62,8.0,775,713,Finance,Unknown,2020
Uber,Bengaluru,India,Asia,600,23.0,2609,2009,Transportation,Post-IPO,2020
Bluprint,Denver,USA,North America,137,100.0,137,0,Education,Acquired,2020
Cvent,Washington DC,USA,North America,400,10.0,4000,3600,Marketing,Acquired,2020
PickYourTrail,Chennai,India,Asia,70,35.0,200,130,Travel,Series A,2020
Glitch,New York City,USA,North America,18,36.0,50,32,Product,Series A,2020
Ola,Bengaluru,India,Asia,1400,35.0,4000,2600,Transportation,Series J,2020
Samsara,San Francisco Bay Area,USA,North America,300,18.0,1667,1367,Logistics,Series F,2020
Stay Alfred,Spokane,USA,North America,221,100.0,221,0,Travel,Series B,2020
SoFi,San Francisco Bay Area,USA,North America,112,7.0,1600,1488,Finance,Private Equity …,2020
ShareChat,Bengaluru,India,Asia,101,25.0,404,303,Marketing,Series D,2020
Intercom,San Francisco Bay Area,USA,North America,39,6.0,650,611,Support,Series D,2020
Livspace,Bengaluru,India,Asia,450,15.0,3000,2550,Retail,Series D,2020
Pollen,London,United Kingdom,Europe,69,31.0,223,154,Travel,Series B,2020
Uber,San Francisco Bay Area,USA,North America,3000,13.0,23077,20077,Transportation,Post-IPO,2020
Swiggy,Bengaluru,India,Asia,1100,14.0,7857,6757,Food,Series I,2020
WeWork,New Delhi,India,Asia,100,20.0,500,400,Real Estate,Series H,2020
Zomato,Gurugram,India,Asia,520,13.0,4000,3480,Food,Series J,2020
Lendingkart,Ahmedabad,India,Asia,500,50.0,1000,500,Finance,Unknown,2020
Lattice,San Francisco Bay Area,USA,North America,16,10.0,160,144,HR,Series C,2020
Cruise,San Francisco Bay Area,USA,North America,150,8.0,1875,1725,Transportation,Acquired,2020
Integral Ad Scien…,New York City,USA,North America,70,10.0,700,630,Marketing,Acquired,2020
Ridecell,San Francisco Bay Area,USA,North America,35,15.0,233,198,Transportation,Series B,2020
Deliv,San Francisco Bay Area,USA,North America,669,100.0,669,0,Retail,Series C,2020
Mercos,Joinville,Brazil,South America,51,40.0,128,77,Sales,Unknown,2020
Kickstarter,New York City,USA,North America,25,18.0,139,114,Finance,Unknown,2020
Zeus Living,San Francisco Bay Area,USA,North America,73,50.0,146,73,Real Estate,Series B,2020
Mixpanel,San Francisco Bay Area,USA,North America,65,19.0,342,277,Data,Series B,2020
Hireology,Chicago,USA,North America,36,17.0,212,176,Recruiting,Series D,2020
Top Hat,Toronto,Canada,North America,16,3.0,533,517,Education,Series D,2020
Revolut,London,United Kingdom,Europe,60,3.0,2000,1940,Finance,Series D,2020
Cadre,New York City,USA,North America,28,25.0,112,84,Real Estate,Series C,2020
N26,New York City,USA,North America,9,1.0,900,891,Finance,Series D,2020
Jump,New York City,USA,North America,500,100.0,500,0,Transportation,Acquired,2020
Glassdoor,San Francisco Bay Area,USA,North America,300,30.0,1000,700,Recruiting,Acquired,2020
Numbrs,Zurich,Switzerland,Europe,62,50.0,124,62,Finance,Series B,2020
Flywire,Boston,USA,North America,60,12.0,500,440,Finance,Series E,2020
Tally,San Francisco Bay Area,USA,North America,28,23.0,122,94,Finance,Series C,2020
Uber,San Francisco Bay Area,USA,North America,3700,14.0,26429,22729,Transportation,Post-IPO,2020
Rubicon Project,Los Angeles,USA,North America,50,8.0,625,575,Marketing,Post-IPO,2020
Segment,San Francisco Bay Area,USA,North America,50,10.0,500,450,Data,Series D,2020
Airbnb,San Francisco Bay Area,USA,North America,1900,25.0,7600,5700,Travel,Private Equity …,2020
Juul,San Francisco Bay Area,USA,North America,900,30.0,3000,2100,Consumer,Unknown,2020
Andela,New York City,USA,North America,135,10.0,1350,1215,Recruiting,Series D,2020
Stack Overflow,New York City,USA,North America,40,15.0,267,227,Recruiting,Series D,2020
Workable,Boston,USA,North America,25,10.0,250,225,Recruiting,Series C,2020
CureFit,Bengaluru,India,Asia,800,16.0,5000,4200,Fitness,Series D,2020
Careem,Dubai,United Arabian Emirates,Asia,536,31.0,1729,1193,Transportation,Acquired,2020
Oriente,Hong Kong,Hong Kong,Asia,400,20.0,2000,1600,Finance,Series B,2020
Veriff,Tallinn,Estonia,Europe,63,21.0,300,237,Security,Series A,2020
Element AI,Montreal,Canada,North America,62,15.0,413,351,Other,Series B,2020
Deputy,Sydney,Australia,Australia,60,30.0,200,140,HR,Series B,2020
Loopio,Toronto,Canada,North America,11,8.0,138,127,Sales,Series A,2020
Trax,Tel Aviv,Israel,Asia,120,10.0,1200,1080,Retail,Series D,2020
Namely,New York City,USA,North America,110,40.0,275,165,HR,Series E,2020
Culture Trip,London,United Kingdom,Europe,95,32.0,297,202,Media,Series B,2020
Sandbox VR,San Francisco Bay Area,USA,North America,80,80.0,100,20,Consumer,Series A,2020
TheSkimm,New York City,USA,North America,26,20.0,130,104,Media,Series C,2020
Lyft,San Francisco Bay Area,USA,North America,982,17.0,5776,4794,Transportation,Post-IPO,2020
Kayak / OpenTable,Stamford,USA,North America,160,8.0,2000,1840,Travel,Acquired,2020
Lime,San Francisco Bay Area,USA,North America,80,13.0,615,535,Transportation,Series D,2020
TranSan Franciscoix,New York City,USA,North America,24,10.0,240,216,Logistics,Series D,2020
TripAdvisor,Boston,USA,North America,900,25.0,3600,2700,Travel,Post-IPO,2020
Deliveroo,London,United Kingdom,Europe,367,15.0,2447,2080,Food,Series G,2020
App Annie,San Francisco Bay Area,USA,North America,80,18.0,444,364,Data,Unknown,2020
OpenX,Los Angeles,USA,North America,35,15.0,233,198,Marketing,Unknown,2020
PayJoy,San Francisco Bay Area,USA,North America,27,25.0,108,81,Finance,Series B,2020
Shipsi,Los Angeles,USA,North America,20,50.0,40,20,Retail,Seed,2020
Automation Anything,San Francisco Bay Area,USA,North America,260,10.0,2600,2340,Other,Series B,2020
JetClosing,Seattle,USA,North America,20,20.0,100,80,Real Estate,Series A,2020
Submittable,Missoula,USA,North America,30,20.0,150,120,Other,Series B,2020
Divergent 3D,Los Angeles,USA,North America,57,36.0,158,101,Transportation,Series B,2020
Ada Support,Toronto,Canada,North America,36,23.0,157,121,Support,Series B,2020
UPshow,Chicago,USA,North America,19,30.0,63,44,Marketing,Series A,2020
Lighter Capital,Seattle,USA,North America,18,22.0,82,64,Finance,Series B,2020
Horizn Studios,Berlin,Germany,Europe,15,25.0,60,45,Travel,Series B,2020
Welkin Health,San Francisco Bay Area,USA,North America,10,33.0,30,20,Healthcare,Series B,2020
Jiobit,Chicago,USA,North America,6,21.0,29,23,Consumer,Unknown,2020
TutorMundi,Sao Paulo,Brazil,South America,4,100.0,4,0,Education,Series A,2020
StockX,Detroit,USA,North America,100,12.0,833,733,Retail,Series C,2020
Zenefits,San Francisco Bay Area,USA,North America,87,15.0,580,493,HR,Series C,2020
Sisense,New York City,USA,North America,80,9.0,889,809,Data,Series F,2020
Oscar Health,New York City,USA,North America,70,5.0,1400,1330,Healthcare,Unknown,2020
Magic Leap,Miami,USA,North America,1000,50.0,2000,1000,Consumer,Series E,2020
When I Work,Minneapolis,USA,North America,55,35.0,157,102,HR,Series B,2020
Ike,San Francisco Bay Area,USA,North America,10,14.0,71,61,Transportation,Series A,2020
Swiggy,Bengaluru,India,Asia,800,9.241076585422201,8657,7857,Food,Series I,2020
Lending Club,San Francisco Bay Area,USA,North America,460,30.0,1533,1073,Finance,Post-IPO,2020
Houzz,San Francisco Bay Area,USA,North America,155,10.0,1550,1395,Consumer,Series E,2020
Casper,New York City,USA,North America,78,21.0,371,293,Retail,Post-IPO,2020
RealSelf,Seattle,USA,North America,40,13.0,308,268,Healthcare,Series B,2020
Freshbooks,Toronto,Canada,North America,38,9.0,422,384,Finance,Series B,2020
Patreon,San Francisco Bay Area,USA,North America,30,13.0,231,201,Media,Series D,2020
Bringg,Tel Aviv,Israel,Asia,10,10.0,100,90,Logistics,Series D,2020
Klook,Hong Kong,Hong Kong,Asia,300,15.0,2000,1700,Travel,Series D,2020
ConsenSys,New York City,USA,North America,91,14.0,650,559,Crypto,Unknown,2020
GumGum,Los Angeles,USA,North America,90,25.0,360,270,Marketing,Series D,2020
Kueski,Guadalajara,Mexico,North America,90,30.0,300,210,Finance,Series B,2020
Movidesk,Blumenau,Brazil,South America,33,25.0,132,99,Support,Seed,2020
Komodo Health,San Francisco Bay Area,USA,North America,23,9.0,256,233,Healthcare,Series C,2020
Forward,San Francisco Bay Area,USA,North America,10,3.0,333,323,Healthcare,Series C,2020
ContaAzul,Joinville,Brazil,South America,140,35.0,400,260,Education,Series D,2020
Greenhouse,New York City,USA,North America,120,28.0,429,309,Recruiting,Series D,2020
QuintoAndar,Sao Paulo,Brazil,South America,88,8.0,1100,1012,Real Estate,Series D,2020
Loft,Sao Paulo,Brazil,South America,47,10.0,470,423,Real Estate,Series C,2020
Zilingo,Singapore,Singapore,Asia,44,5.0,880,836,Retail,Series D,2020
Sweetgreen,Los Angeles,USA,North America,35,10.0,350,315,Food,Series I,2020
People.ai,San Francisco Bay Area,USA,North America,30,18.0,167,137,Marketing,Series C,2020
Tor,Boston,USA,North America,13,37.0,35,22,Security,Unknown,2020
CarGurus,Boston,USA,North America,130,13.0,1000,870,Transportation,Post-IPO,2020
Funding Societies,Singapore,Singapore,Asia,65,18.0,361,296,Finance,Series B,2020
CleverTap,Mumbai,India,Asia,60,20.0,300,240,Marketing,Series C,2020
Opendoor,San Francisco Bay Area,USA,North America,600,35.0,1714,1114,Real Estate,Series E,2020
GoPro,San Francisco Bay Area,USA,North America,200,20.0,1000,800,Consumer,Post-IPO,2020
Shop101,Mumbai,India,Asia,200,40.0,500,300,Retail,Series C,2020
Zume,Camarillo,USA,North America,200,67.0,299,99,Food,Unknown,2020
Carta,San Francisco Bay Area,USA,North America,161,16.0,1006,845,Finance,Series E,2020
Parsable,San Francisco Bay Area,USA,North America,40,25.0,160,120,HR,Series C,2020
Kodiak Robotics,San Francisco Bay Area,USA,North America,15,20.0,75,60,Transportation,Series A,2020
The RealReal,San Francisco Bay Area,USA,North America,235,10.0,2350,2115,Retail,Post-IPO,2020
TouchBistro,Toronto,Canada,North America,131,23.0,570,439,Food,Series E,2020
Envoy,San Francisco Bay Area,USA,North America,58,30.0,193,135,HR,Series B,2020
VSCO,San Francisco Bay Area,USA,North America,45,35.0,129,84,Consumer,Series B,2020
Groupon,Chicago,USA,North America,2800,44.0,6364,3564,Retail,Post-IPO,2020
Zoox,San Francisco Bay Area,USA,North America,100,10.0,1000,900,Transportation,Series B,2020
Neon,Sao Paulo,Brazil,South America,70,10.0,700,630,Finance,Series B,2020
EasyPost,San Francisco Bay Area,USA,North America,50,25.0,200,150,Logistics,Series A,2020
Clearbanc,Toronto,Canada,North America,17,8.0,213,196,Finance,Series B,2020
Frontdesk,Milwaukee,USA,North America,35,16.0,219,184,Travel,Unknown,2020
NuoDB,Boston,USA,North America,20,29.0,69,49,Data,Unknown,2020
Rhumbix,San Francisco Bay Area,USA,North America,16,27.0,59,43,Construction,Series B,2020
Atsu,Seattle,USA,North America,6,100.0,6,0,Infrastructure,Unknown,2020
Yelp,San Francisco Bay Area,USA,North America,1000,17.0,5882,4882,Consumer,Post-IPO,2020
OneTrust,Atlanta,USA,North America,150,10.0,1500,1350,Legal,Series B,2020
Omie,Sao Paulo,Brazil,South America,136,31.0,439,303,Finance,Series B,2020
Domo,Salt Lake City,USA,North America,90,10.0,900,810,Data,Post-IPO,2020
Matterport,San Francisco Bay Area,USA,North America,90,34.0,265,175,Data,Series D,2020
Clinc,Ann Arbor,USA,North America,40,32.0,125,85,Support,Series B,2020
Mejuri,Toronto,Canada,North America,36,15.0,240,204,Retail,Series B,2020
Code42,Minneapolis,USA,North America,25,5.0,500,475,Data,Series B,2020
LoopMe,London,United Kingdom,Europe,8,4.0,200,192,Marketing,Unknown,2020
Eventbrite,San Francisco Bay Area,USA,North America,500,45.0,1111,611,Consumer,Post-IPO,2020
Meesho,Bengaluru,India,Asia,200,28.0,714,514,Retail,Series D,2020
Scoop,San Francisco Bay Area,USA,North America,92,33.0,279,187,Transportation,Series C,2020
Unison,San Francisco Bay Area,USA,North America,89,45.0,198,109,Finance,Series B,2020
Lever,San Francisco Bay Area,USA,North America,86,40.0,215,129,Recruiting,Series C,2020
Unbabel,Lisbon,Portugal,Europe,80,35.0,229,149,Support,Series C,2020
Button,New York City,USA,North America,48,35.0,137,89,Marketing,Series C,2020
Eden / Managed …,New York City,USA,North America,40,40.0,100,60,Real Estate,Series B,2020
Quantcast,San Francisco Bay Area,USA,North America,30,5.0,600,570,Marketing,Series C,2020
VideoAmp,Los Angeles,USA,North America,21,10.0,210,189,Marketing,Series C,2020
Kenoby,Sao Paulo,Brazil,South America,18,16.0,113,95,Recruiting,Unknown,2020
GetNinjas,Sao Paulo,Brazil,South America,11,10.0,110,99,Consumer,Series B,2020
Spyce,Boston,USA,North America,4,12.0,33,29,Food,Series A,2020
Toast,Boston,USA,North America,1300,50.0,2600,1300,Food,Series F,2020
ezCater,Boston,USA,North America,400,44.0,909,509,Food,Series D,2020
Sage Therapeutics,Boston,USA,North America,340,53.0,642,302,Healthcare,Post-IPO,2020
Redfin,Seattle,USA,North America,236,7.0,3371,3135,Real Estate,Post-IPO,2020
Branch Metrics,San Francisco Bay Area,USA,North America,100,20.0,500,400,Marketing,Series E,2020
Ibotta,Denver,USA,North America,87,15.0,580,493,Retail,Series D,2020
Away,New York City,USA,North America,60,10.0,600,540,Retail,Series D,2020
MediaMath,New York City,USA,North America,53,8.0,663,610,Marketing,Private Equity …,2020
Group Nine Media,New York City,USA,North America,50,7.0,714,664,Media,Unknown,2020
Metromile,San Francisco Bay Area,USA,North America,100,33.0,303,203,Finance,Series E,2020
Rock Content,Belo Horizonte,Brazil,South America,100,20.0,500,400,Marketing,Series A,2020
BounceX,New York City,USA,North America,77,20.0,385,308,Marketing,Series B,2020
Wordstream,Boston,USA,North America,26,10.0,260,234,Marketing,Acquired,2020
Cogito,Boston,USA,North America,24,14.0,171,147,Support,Series C,2020
BusBud,Montreal,Canada,North America,23,32.0,72,49,Transportation,Series B,2020
Borrowell,Toronto,Canada,North America,15,20.0,75,60,Finance,Series B,2020
PerkSpot,Chicago,USA,North America,10,10.0,100,90,HR,Private Equity …,2020
Astra,San Francisco Bay Area,USA,North America,40,25.0,160,120,Aerospace,Unknown,2020
Iflix,Kuala Lumpur,Malaysia,Asia,50,12.0,417,367,Consumer,Unknown,2020
Gympass,Sao Paulo,Brazil,South America,467,33.0,1415,948,Fitness,Series D,2020
Sojern,San Francisco Bay Area,USA,North America,300,50.0,600,300,Marketing,Series D,2020
Minted,San Francisco Bay Area,USA,North America,147,37.0,397,250,Retail,Series E,2020
Arrive Logistics,Austin,USA,North America,75,7.0,1071,996,Logistics,Series B,2020
Salsify,Boston,USA,North America,60,13.0,462,402,Retail,Series D,2020
Jetty,New York City,USA,North America,35,40.0,88,53,Finance,Series B,2020
D2iQ,San Francisco Bay Area,USA,North America,34,13.0,262,228,Infrastructure,Series D,2020
Bustle Digital Group,New York City,USA,North America,24,8.0,300,276,Media,Series E,2020
Opencare,Toronto,Canada,North America,18,25.0,72,54,Healthcare,Series A,2020
MindBody,San Luis Obispo,USA,North America,700,35.0,2000,1300,Fitness,Post-IPO,2020
Katerra,San Francisco Bay Area,USA,North America,240,3.0,8000,7760,Construction,Series D,2020
